;   characteristic Earth spectrum at quadrature phase
;   from Virtual Planetary Laboratory 3-D spectral Earth model:
;   Robinson, T.D, Meadows, V.S., et al. 2011, Astrobiology, 11, 393.
;
;   contact: Tyler Robinson (robinson.tyler.d@gmail.com)
;
;   wavelength    intensity   solar flux   reflectance
;     [um]      [W/m**2/um/sr][W/m**2/um]
     0.159905 -1.18603e-13     0.164894 -2.25964e-12
     0.159908 -1.18381e-13     0.164585 -2.25964e-12
     0.159910 -1.18157e-13     0.164275 -2.25964e-12
     0.159913 -1.17927e-13     0.163955 -2.25964e-12
     0.159916 -1.17704e-13     0.163644 -2.25964e-12
     0.159918 -1.17474e-13     0.163324 -2.25964e-12
     0.159921 -1.17251e-13     0.163015 -2.25964e-12
     0.159923 -1.17019e-13     0.162692 -2.25964e-12
     0.159926 -1.16798e-13     0.162385 -2.25964e-12
     0.159928 -1.16574e-13     0.162074 -2.25964e-12
     0.159931 -1.16343e-13     0.161752 -2.25964e-12
     0.159933 -1.16122e-13     0.161445 -2.25964e-12
     0.159936 -1.15889e-13     0.161122 -2.25964e-12
     0.159939 -1.15667e-13     0.160813 -2.25964e-12
     0.159941 -1.15437e-13     0.160493 -2.25964e-12
     0.159944 -1.15214e-13     0.160182 -2.25964e-12
     0.159946 -1.14962e-13     0.159832 -2.25964e-12
     0.159949 -1.14810e-13     0.159621 -2.25964e-12
     0.159951 -1.14889e-13     0.159731 -2.25964e-12
     0.159954 -1.15218e-13     0.160188 -2.25964e-12
     0.159956 -1.15588e-13     0.160703 -2.25964e-12
     0.159959 -1.15973e-13     0.161238 -2.25964e-12
     0.159962 -1.16346e-13     0.161756 -2.25964e-12
     0.159964 -1.16716e-13     0.162271 -2.25964e-12
     0.159967 -1.17099e-13     0.162804 -2.25964e-12
     0.159969 -1.17472e-13     0.163321 -2.25964e-12
     0.159972 -1.17857e-13     0.163857 -2.25964e-12
     0.159974 -1.18229e-13     0.164375 -2.25964e-12
     0.159977 -1.18597e-13     0.164887 -2.25964e-12
     0.159980 -1.18983e-13     0.165422 -2.25964e-12
     0.159982 -1.19355e-13     0.165940 -2.25964e-12
     0.159985 -1.19741e-13     0.166476 -2.25964e-12
     0.159987 -1.20111e-13     0.166991 -2.25964e-12
     0.159990 -1.20481e-13     0.167505 -2.25964e-12
     0.159992 -1.20866e-13     0.168041 -2.25964e-12
     0.159995 -1.21239e-13     0.168559 -2.25964e-12
     0.159997 -1.21642e-13     0.169119 -2.25964e-12
     0.160000 -1.21944e-13     0.169540 -2.25964e-12
     0.160003 -1.22249e-13     0.169963 -2.25964e-12
     0.160005 -1.22629e-13     0.170492 -2.25964e-12
     0.160008 -1.22940e-13     0.170924 -2.25964e-12
     0.160010 -1.23261e-13     0.171370 -2.25964e-12
     0.160013 -1.23573e-13     0.171804 -2.25964e-12
     0.160015 -1.23883e-13     0.172236 -2.25964e-12
     0.160018 -1.24208e-13     0.172687 -2.25964e-12
     0.160020 -1.24519e-13     0.173119 -2.25964e-12
     0.160023 -1.24842e-13     0.173568 -2.25964e-12
     0.160026 -1.25154e-13     0.174002 -2.25964e-12
     0.160028 -1.25462e-13     0.174431 -2.25964e-12
     0.160031 -1.25787e-13     0.174882 -2.25964e-12
     0.160033 -1.26097e-13     0.175314 -2.25964e-12
     0.160036 -1.26420e-13     0.175763 -2.25964e-12
     0.160038 -1.26733e-13     0.176197 -2.25964e-12
     0.160041 -1.27043e-13     0.176628 -2.25964e-12
     0.160044 -1.27369e-13     0.177081 -2.25964e-12
     0.160046 -1.27731e-13     0.177585 -2.25964e-12
     0.160049 -1.28011e-13     0.177975 -2.25964e-12
     0.160051 -1.28198e-13     0.178234 -2.25964e-12
     0.160054 -1.28366e-13     0.178468 -2.25964e-12
     0.160056 -1.28514e-13     0.178674 -2.25964e-12
     0.160059 -1.28656e-13     0.178871 -2.25964e-12
     0.160061 -1.28799e-13     0.179069 -2.25964e-12
     0.160064 -1.28946e-13     0.179274 -2.25964e-12
     0.160067 -1.29088e-13     0.179471 -2.25964e-12
     0.160069 -1.29230e-13     0.179669 -2.25964e-12
     0.160072 -1.29378e-13     0.179874 -2.25964e-12
     0.160074 -1.29520e-13     0.180072 -2.25964e-12
     0.160077 -1.29667e-13     0.180277 -2.25964e-12
     0.160079 -1.29809e-13     0.180474 -2.25964e-12
     0.160082 -1.29951e-13     0.180672 -2.25964e-12
     0.160085 -1.30099e-13     0.180877 -2.25964e-12
     0.160087 -1.30241e-13     0.181075 -2.25964e-12
     0.160090 -1.30383e-13     0.181272 -2.25964e-12
     0.160092 -1.30530e-13     0.181477 -2.25964e-12
     0.160095 -1.30673e-13     0.181675 -2.25964e-12
     0.160097 -1.30828e-13     0.181892 -2.25964e-12
     0.160100 -1.30974e-13     0.182093 -2.25964e-12
     0.160102 -1.31189e-13     0.182393 -2.25964e-12
     0.160105 -1.31500e-13     0.182826 -2.25964e-12
     0.160108 -1.31765e-13     0.183193 -2.25964e-12
     0.160110 -1.32028e-13     0.183559 -2.25964e-12
     0.160113 -1.32303e-13     0.183942 -2.25964e-12
     0.160115 -1.32566e-13     0.184307 -2.25964e-12
     0.160118 -1.32840e-13     0.184688 -2.25964e-12
     0.160120 -1.33104e-13     0.185056 -2.25964e-12
     0.160123 -1.33368e-13     0.185422 -2.25964e-12
     0.160126 -1.33643e-13     0.185804 -2.25964e-12
     0.160128 -1.33906e-13     0.186170 -2.25964e-12
     0.160131 -1.34170e-13     0.186538 -2.25964e-12
     0.160133 -1.34444e-13     0.186918 -2.25964e-12
     0.160136 -1.34707e-13     0.187284 -2.25964e-12
     0.160138 -1.34972e-13     0.187652 -2.25964e-12
     0.160141 -1.35245e-13     0.188032 -2.25964e-12
     0.160143 -1.35511e-13     0.188402 -2.25964e-12
     0.160146 -1.35818e-13     0.188829 -2.25964e-12
     0.160149 -1.36126e-13     0.189257 -2.25964e-12
     0.160151 -1.36575e-13     0.189880 -2.25964e-12
     0.160154 -1.37345e-13     0.190951 -2.25964e-12
     0.160156 -1.38104e-13     0.192006 -2.25964e-12
     0.160159 -1.38858e-13     0.193055 -2.25964e-12
     0.160161 -1.39643e-13     0.194146 -2.25964e-12
     0.160164 -1.40406e-13     0.195207 -2.25964e-12
     0.160167 -1.41160e-13     0.196256 -2.25964e-12
     0.160169 -1.41949e-13     0.197353 -2.25964e-12
     0.160172 -1.42704e-13     0.198402 -2.25964e-12
     0.160174 -1.43462e-13     0.199457 -2.25964e-12
     0.160177 -1.44247e-13     0.200548 -2.25964e-12
     0.160179 -1.45006e-13     0.201603 -2.25964e-12
     0.160182 -1.45765e-13     0.202657 -2.25964e-12
     0.160185 -1.46550e-13     0.203749 -2.25964e-12
     0.160187 -1.47308e-13     0.204804 -2.25964e-12
     0.160190 -1.48063e-13     0.205852 -2.25964e-12
     0.160192 -1.48852e-13     0.206950 -2.25964e-12
     0.160195 -1.49611e-13     0.208005 -2.25964e-12
     0.160197 -1.50407e-13     0.209112 -2.25964e-12
     0.160200 -1.50977e-13     0.209904 -2.25964e-12
     0.160203 -1.51358e-13     0.210434 -2.25964e-12
     0.160205 -1.51715e-13     0.210930 -2.25964e-12
     0.160208 -1.52009e-13     0.211339 -2.25964e-12
     0.160210 -1.52291e-13     0.211731 -2.25964e-12
     0.160213 -1.52574e-13     0.212125 -2.25964e-12
     0.160215 -1.52869e-13     0.212535 -2.25964e-12
     0.160218 -1.53153e-13     0.212929 -2.25964e-12
     0.160220 -1.53435e-13     0.213321 -2.25964e-12
     0.160223 -1.53729e-13     0.213731 -2.25964e-12
     0.160226 -1.54013e-13     0.214125 -2.25964e-12
     0.160228 -1.54296e-13     0.214519 -2.25964e-12
     0.160231 -1.54590e-13     0.214927 -2.25964e-12
     0.160233 -1.54873e-13     0.215321 -2.25964e-12
     0.160236 -1.55157e-13     0.215715 -2.25964e-12
     0.160238 -1.55450e-13     0.216123 -2.25964e-12
     0.160241 -1.55735e-13     0.216519 -2.25964e-12
     0.160244 -1.56017e-13     0.216911 -2.25964e-12
     0.160246 -1.56357e-13     0.217385 -2.25964e-12
     0.160249 -1.56596e-13     0.217717 -2.25964e-12
     0.160251 -1.56716e-13     0.217883 -2.25964e-12
     0.160254 -1.56771e-13     0.217959 -2.25964e-12
     0.160256 -1.56793e-13     0.217990 -2.25964e-12
     0.160259 -1.56815e-13     0.218020 -2.25964e-12
     0.160262 -1.56837e-13     0.218052 -2.25964e-12
     0.160264 -1.56859e-13     0.218083 -2.25964e-12
     0.160267 -1.56881e-13     0.218113 -2.25964e-12
     0.160269 -1.56904e-13     0.218145 -2.25964e-12
     0.160272 -1.56926e-13     0.218176 -2.25964e-12
     0.160274 -1.56948e-13     0.218206 -2.25964e-12
     0.160277 -1.56970e-13     0.218237 -2.25964e-12
     0.160280 -1.56993e-13     0.218268 -2.25964e-12
     0.160282 -1.57015e-13     0.218299 -2.25964e-12
     0.160285 -1.57037e-13     0.218330 -2.25964e-12
     0.160287 -1.57060e-13     0.218361 -2.25964e-12
     0.160290 -1.57082e-13     0.218392 -2.25964e-12
     0.160292 -1.57104e-13     0.218422 -2.25964e-12
     0.160295 -1.57126e-13     0.218453 -2.25964e-12
     0.160298 -1.57150e-13     0.218486 -2.25964e-12
     0.160300 -1.57114e-13     0.218436 -2.25964e-12
     0.160303 -1.56946e-13     0.218203 -2.25964e-12
     0.160305 -1.56660e-13     0.217806 -2.25964e-12
     0.160308 -1.56407e-13     0.217454 -2.25964e-12
     0.160310 -1.56157e-13     0.217106 -2.25964e-12
     0.160313 -1.55895e-13     0.216742 -2.25964e-12
     0.160315 -1.55644e-13     0.216392 -2.25964e-12
     0.160318 -1.55392e-13     0.216043 -2.25964e-12
     0.160321 -1.55130e-13     0.215679 -2.25964e-12
     0.160323 -1.54879e-13     0.215329 -2.25964e-12
     0.160326 -1.54627e-13     0.214979 -2.25964e-12
     0.160328 -1.54376e-13     0.214629 -2.25964e-12
     0.160331 -1.54115e-13     0.214267 -2.25964e-12
     0.160333 -1.53862e-13     0.213915 -2.25964e-12
     0.160336 -1.53612e-13     0.213568 -2.25964e-12
     0.160339 -1.53349e-13     0.213202 -2.25964e-12
     0.160341 -1.53099e-13     0.212854 -2.25964e-12
     0.160344 -1.52846e-13     0.212502 -2.25964e-12
     0.160346 -1.52538e-13     0.212074 -2.25964e-12
     0.160349 -1.52231e-13     0.211648 -2.25964e-12
     0.160351 -1.51697e-13     0.210906 -2.25964e-12
     0.160354 -1.50769e-13     0.209616 -2.25964e-12
     0.160357 -1.49827e-13     0.208305 -2.25964e-12
     0.160359 -1.48917e-13     0.207040 -2.25964e-12
     0.160362 -1.48001e-13     0.205767 -2.25964e-12
     0.160364 -1.47059e-13     0.204457 -2.25964e-12
     0.160367 -1.46143e-13     0.203184 -2.25964e-12
     0.160369 -1.45238e-13     0.201925 -2.25964e-12
     0.160372 -1.44322e-13     0.200652 -2.25964e-12
     0.160375 -1.43375e-13     0.199335 -2.25964e-12
     0.160377 -1.42470e-13     0.198076 -2.25964e-12
     0.160380 -1.41554e-13     0.196803 -2.25964e-12
     0.160382 -1.40612e-13     0.195493 -2.25964e-12
     0.160385 -1.39696e-13     0.194220 -2.25964e-12
     0.160388 -1.38786e-13     0.192955 -2.25964e-12
     0.160390 -1.37875e-13     0.191689 -2.25964e-12
     0.160393 -1.36927e-13     0.190371 -2.25964e-12
     0.160395 -1.35974e-13     0.189046 -2.25964e-12
     0.160398 -1.35047e-13     0.187757 -2.25964e-12
     0.160400 -1.34388e-13     0.186840 -2.25964e-12
     0.160403 -1.33773e-13     0.185985 -2.25964e-12
     0.160406 -1.33158e-13     0.185130 -2.25964e-12
     0.160408 -1.32629e-13     0.184395 -2.25964e-12
     0.160411 -1.32104e-13     0.183665 -2.25964e-12
     0.160413 -1.31561e-13     0.182909 -2.25964e-12
     0.160416 -1.31032e-13     0.182175 -2.25964e-12
     0.160418 -1.30507e-13     0.181445 -2.25964e-12
     0.160421 -1.29961e-13     0.180685 -2.25964e-12
     0.160424 -1.29435e-13     0.179955 -2.25964e-12
     0.160426 -1.28907e-13     0.179220 -2.25964e-12
     0.160429 -1.28385e-13     0.178494 -2.25964e-12
     0.160431 -1.27838e-13     0.177734 -2.25964e-12
     0.160434 -1.27310e-13     0.177000 -2.25964e-12
     0.160436 -1.26785e-13     0.176269 -2.25964e-12
     0.160439 -1.26259e-13     0.175539 -2.25964e-12
     0.160442 -1.25713e-13     0.174779 -2.25964e-12
     0.160444 -1.25184e-13     0.174044 -2.25964e-12
     0.160447 -1.24577e-13     0.173200 -2.25964e-12
     0.160449 -1.24182e-13     0.172651 -2.25964e-12
     0.160452 -1.24021e-13     0.172428 -2.25964e-12
     0.160454 -1.24002e-13     0.172401 -2.25964e-12
     0.160457 -1.24024e-13     0.172432 -2.25964e-12
     0.160460 -1.24046e-13     0.172462 -2.25964e-12
     0.160462 -1.24068e-13     0.172493 -2.25964e-12
     0.160465 -1.24090e-13     0.172523 -2.25964e-12
     0.160467 -1.24112e-13     0.172554 -2.25964e-12
     0.160470 -1.24134e-13     0.172584 -2.25964e-12
     0.160472 -1.24156e-13     0.172615 -2.25964e-12
     0.160475 -1.24178e-13     0.172645 -2.25964e-12
     0.160478 -1.24200e-13     0.172676 -2.25964e-12
     0.160480 -1.24221e-13     0.172706 -2.25964e-12
     0.160483 -1.24244e-13     0.172737 -2.25964e-12
     0.160485 -1.24266e-13     0.172767 -2.25964e-12
     0.160488 -1.24287e-13     0.172797 -2.25964e-12
     0.160490 -1.24309e-13     0.172828 -2.25964e-12
     0.160493 -1.24332e-13     0.172859 -2.25964e-12
     0.160496 -1.24356e-13     0.172893 -2.25964e-12
     0.160498 -1.24382e-13     0.172929 -2.25964e-12
     0.160501 -1.24426e-13     0.172990 -2.25964e-12
     0.160503 -1.24516e-13     0.173115 -2.25964e-12
     0.160506 -1.24627e-13     0.173269 -2.25964e-12
     0.160508 -1.24728e-13     0.173410 -2.25964e-12
     0.160511 -1.24829e-13     0.173551 -2.25964e-12
     0.160514 -1.24935e-13     0.173698 -2.25964e-12
     0.160516 -1.25037e-13     0.173839 -2.25964e-12
     0.160519 -1.25138e-13     0.173981 -2.25964e-12
     0.160521 -1.25240e-13     0.174121 -2.25964e-12
     0.160524 -1.25342e-13     0.174263 -2.25964e-12
     0.160527 -1.25447e-13     0.174410 -2.25964e-12
     0.160529 -1.25548e-13     0.174550 -2.25964e-12
     0.160532 -1.25650e-13     0.174692 -2.25964e-12
     0.160534 -1.25751e-13     0.174833 -2.25964e-12
     0.160537 -1.25857e-13     0.174980 -2.25964e-12
     0.160539 -1.25958e-13     0.175121 -2.25964e-12
     0.160542 -1.26060e-13     0.175262 -2.25964e-12
     0.160545 -1.26162e-13     0.175403 -2.25964e-12
     0.160547 -1.26279e-13     0.175566 -2.25964e-12
     0.160550 -1.26449e-13     0.175803 -2.25964e-12
     0.160552 -1.26843e-13     0.176351 -2.25964e-12
     0.160555 -1.27485e-13     0.177242 -2.25964e-12
     0.160557 -1.28089e-13     0.178083 -2.25964e-12
     0.160560 -1.28672e-13     0.178894 -2.25964e-12
     0.160563 -1.29252e-13     0.179700 -2.25964e-12
     0.160565 -1.29836e-13     0.180511 -2.25964e-12
     0.160568 -1.30416e-13     0.181318 -2.25964e-12
     0.160570 -1.31003e-13     0.182134 -2.25964e-12
     0.160573 -1.31606e-13     0.182973 -2.25964e-12
     0.160576 -1.32190e-13     0.183784 -2.25964e-12
     0.160578 -1.32770e-13     0.184591 -2.25964e-12
     0.160581 -1.33353e-13     0.185402 -2.25964e-12
     0.160583 -1.33957e-13     0.186241 -2.25964e-12
     0.160586 -1.34537e-13     0.187047 -2.25964e-12
     0.160588 -1.35120e-13     0.187858 -2.25964e-12
     0.160591 -1.35700e-13     0.188665 -2.25964e-12
     0.160594 -1.36284e-13     0.189476 -2.25964e-12
     0.160596 -1.36984e-13     0.190449 -2.25964e-12
     0.160599 -1.37445e-13     0.191091 -2.25964e-12
     0.160601 -1.37559e-13     0.191248 -2.25964e-12
     0.160604 -1.37401e-13     0.191030 -2.25964e-12
     0.160606 -1.37149e-13     0.190680 -2.25964e-12
     0.160609 -1.36908e-13     0.190344 -2.25964e-12
     0.160612 -1.36666e-13     0.190008 -2.25964e-12
     0.160614 -1.36426e-13     0.189674 -2.25964e-12
     0.160617 -1.36185e-13     0.189338 -2.25964e-12
     0.160619 -1.35935e-13     0.188991 -2.25964e-12
     0.160622 -1.35693e-13     0.188655 -2.25964e-12
     0.160625 -1.35453e-13     0.188321 -2.25964e-12
     0.160627 -1.35212e-13     0.187985 -2.25964e-12
     0.160630 -1.34970e-13     0.187650 -2.25964e-12
     0.160632 -1.34729e-13     0.187314 -2.25964e-12
     0.160635 -1.34479e-13     0.186966 -2.25964e-12
     0.160637 -1.34237e-13     0.186631 -2.25964e-12
     0.160640 -1.33997e-13     0.186297 -2.25964e-12
     0.160643 -1.33755e-13     0.185961 -2.25964e-12
     0.160645 -1.33503e-13     0.185610 -2.25964e-12
     0.160648 -1.33252e-13     0.185261 -2.25964e-12
     0.160650 -1.33148e-13     0.185116 -2.25964e-12
     0.160653 -1.33202e-13     0.185191 -2.25964e-12
     0.160655 -1.33353e-13     0.185402 -2.25964e-12
     0.160658 -1.33498e-13     0.185604 -2.25964e-12
     0.160661 -1.33649e-13     0.185813 -2.25964e-12
     0.160663 -1.33793e-13     0.186014 -2.25964e-12
     0.160666 -1.33938e-13     0.186215 -2.25964e-12
     0.160668 -1.34082e-13     0.186415 -2.25964e-12
     0.160671 -1.34228e-13     0.186618 -2.25964e-12
     0.160674 -1.34378e-13     0.186827 -2.25964e-12
     0.160676 -1.34522e-13     0.187027 -2.25964e-12
     0.160679 -1.34667e-13     0.187229 -2.25964e-12
     0.160681 -1.34812e-13     0.187430 -2.25964e-12
     0.160684 -1.34957e-13     0.187632 -2.25964e-12
     0.160686 -1.35107e-13     0.187840 -2.25964e-12
     0.160689 -1.35253e-13     0.188043 -2.25964e-12
     0.160692 -1.35397e-13     0.188243 -2.25964e-12
     0.160694 -1.35542e-13     0.188445 -2.25964e-12
     0.160697 -1.35710e-13     0.188678 -2.25964e-12
     0.160699 -1.35823e-13     0.188835 -2.25964e-12
     0.160702 -1.35895e-13     0.188936 -2.25964e-12
     0.160705 -1.35961e-13     0.189028 -2.25964e-12
     0.160707 -1.36016e-13     0.189103 -2.25964e-12
     0.160710 -1.36070e-13     0.189178 -2.25964e-12
     0.160712 -1.36124e-13     0.189253 -2.25964e-12
     0.160715 -1.36178e-13     0.189329 -2.25964e-12
     0.160717 -1.36234e-13     0.189407 -2.25964e-12
     0.160720 -1.36288e-13     0.189482 -2.25964e-12
     0.160723 -1.36342e-13     0.189557 -2.25964e-12
     0.160725 -1.36396e-13     0.189632 -2.25964e-12
     0.160728 -1.36450e-13     0.189708 -2.25964e-12
     0.160730 -1.36504e-13     0.189783 -2.25964e-12
     0.160733 -1.36561e-13     0.189861 -2.25964e-12
     0.160736 -1.36615e-13     0.189936 -2.25964e-12
     0.160738 -1.36669e-13     0.190012 -2.25964e-12
     0.160741 -1.36723e-13     0.190087 -2.25964e-12
     0.160743 -1.36777e-13     0.190162 -2.25964e-12
     0.160746 -1.36839e-13     0.190248 -2.25964e-12
     0.160748 -1.36887e-13     0.190314 -2.25964e-12
     0.160751 -1.36909e-13     0.190346 -2.25964e-12
     0.160754 -1.36914e-13     0.190353 -2.25964e-12
     0.160756 -1.36912e-13     0.190350 -2.25964e-12
     0.160759 -1.36909e-13     0.190346 -2.25964e-12
     0.160761 -1.36906e-13     0.190342 -2.25964e-12
     0.160764 -1.36903e-13     0.190337 -2.25964e-12
     0.160767 -1.36900e-13     0.190333 -2.25964e-12
     0.160769 -1.36897e-13     0.190329 -2.25964e-12
     0.160772 -1.36894e-13     0.190325 -2.25964e-12
     0.160774 -1.36891e-13     0.190321 -2.25964e-12
     0.160777 -1.36888e-13     0.190317 -2.25964e-12
     0.160779 -1.36886e-13     0.190313 -2.25964e-12
     0.160782 -1.36882e-13     0.190309 -2.25964e-12
     0.160785 -1.36880e-13     0.190304 -2.25964e-12
     0.160787 -1.36877e-13     0.190300 -2.25964e-12
     0.160790 -1.36874e-13     0.190296 -2.25964e-12
     0.160792 -1.36871e-13     0.190292 -2.25964e-12
     0.160795 -1.36868e-13     0.190288 -2.25964e-12
     0.160798 -1.36892e-13     0.190322 -2.25964e-12
     0.160800 -1.37208e-13     0.190760 -2.25964e-12
     0.160803 -1.38150e-13     0.192070 -2.25964e-12
     0.160805 -1.39676e-13     0.194192 -2.25964e-12
     0.160808 -1.41004e-13     0.196038 -2.25964e-12
     0.160810 -1.42331e-13     0.197884 -2.25964e-12
     0.160813 -1.43667e-13     0.199740 -2.25964e-12
     0.160816 -1.44987e-13     0.201576 -2.25964e-12
     0.160818 -1.46368e-13     0.203496 -2.25964e-12
     0.160821 -1.47695e-13     0.205342 -2.25964e-12
     0.160823 -1.49023e-13     0.207188 -2.25964e-12
     0.160826 -1.50351e-13     0.209033 -2.25964e-12
     0.160829 -1.51678e-13     0.210879 -2.25964e-12
     0.160831 -1.53006e-13     0.212725 -2.25964e-12
     0.160834 -1.54334e-13     0.214571 -2.25964e-12
     0.160836 -1.55669e-13     0.216427 -2.25964e-12
     0.160839 -1.57042e-13     0.218337 -2.25964e-12
     0.160842 -1.58378e-13     0.220193 -2.25964e-12
     0.160844 -1.59698e-13     0.222029 -2.25964e-12
     0.160847 -1.61241e-13     0.224174 -2.25964e-12
     0.160849 -1.62264e-13     0.225597 -2.25964e-12
     0.160852 -1.62761e-13     0.226288 -2.25964e-12
     0.160854 -1.63023e-13     0.226652 -2.25964e-12
     0.160857 -1.63177e-13     0.226865 -2.25964e-12
     0.160860 -1.63333e-13     0.227082 -2.25964e-12
     0.160862 -1.63483e-13     0.227292 -2.25964e-12
     0.160865 -1.63635e-13     0.227503 -2.25964e-12
     0.160867 -1.63786e-13     0.227713 -2.25964e-12
     0.160870 -1.63937e-13     0.227922 -2.25964e-12
     0.160873 -1.64088e-13     0.228133 -2.25964e-12
     0.160875 -1.64238e-13     0.228342 -2.25964e-12
     0.160878 -1.64395e-13     0.228560 -2.25964e-12
     0.160880 -1.64547e-13     0.228771 -2.25964e-12
     0.160883 -1.64697e-13     0.228979 -2.25964e-12
     0.160886 -1.64848e-13     0.229190 -2.25964e-12
     0.160888 -1.64999e-13     0.229400 -2.25964e-12
     0.160891 -1.65150e-13     0.229609 -2.25964e-12
     0.160893 -1.65301e-13     0.229819 -2.25964e-12
     0.160896 -1.65474e-13     0.230060 -2.25964e-12
     0.160898 -1.65532e-13     0.230140 -2.25964e-12
     0.160901 -1.65222e-13     0.229709 -2.25964e-12
     0.160904 -1.64385e-13     0.228546 -2.25964e-12
     0.160906 -1.63295e-13     0.227030 -2.25964e-12
     0.160909 -1.62304e-13     0.225652 -2.25964e-12
     0.160911 -1.61313e-13     0.224275 -2.25964e-12
     0.160914 -1.60322e-13     0.222897 -2.25964e-12
     0.160917 -1.59325e-13     0.221511 -2.25964e-12
     0.160919 -1.58334e-13     0.220133 -2.25964e-12
     0.160922 -1.57344e-13     0.218756 -2.25964e-12
     0.160924 -1.56312e-13     0.217322 -2.25964e-12
     0.160927 -1.55316e-13     0.215937 -2.25964e-12
     0.160930 -1.54325e-13     0.214559 -2.25964e-12
     0.160932 -1.53328e-13     0.213173 -2.25964e-12
     0.160935 -1.52343e-13     0.211803 -2.25964e-12
     0.160937 -1.51346e-13     0.210417 -2.25964e-12
     0.160940 -1.50355e-13     0.209040 -2.25964e-12
     0.160942 -1.49358e-13     0.207654 -2.25964e-12
     0.160945 -1.48321e-13     0.206212 -2.25964e-12
     0.160948 -1.47270e-13     0.204751 -2.25964e-12
     0.160950 -1.46583e-13     0.203795 -2.25964e-12
     0.160953 -1.46076e-13     0.203090 -2.25964e-12
     0.160955 -1.45536e-13     0.202340 -2.25964e-12
     0.160958 -1.45100e-13     0.201733 -2.25964e-12
     0.160961 -1.44661e-13     0.201123 -2.25964e-12
     0.160963 -1.44222e-13     0.200513 -2.25964e-12
     0.160966 -1.43786e-13     0.199906 -2.25964e-12
     0.160968 -1.43347e-13     0.199296 -2.25964e-12
     0.160971 -1.42913e-13     0.198693 -2.25964e-12
     0.160974 -1.42474e-13     0.198083 -2.25964e-12
     0.160976 -1.42038e-13     0.197476 -2.25964e-12
     0.160979 -1.41584e-13     0.196845 -2.25964e-12
     0.160981 -1.41145e-13     0.196235 -2.25964e-12
     0.160984 -1.40709e-13     0.195628 -2.25964e-12
     0.160987 -1.40270e-13     0.195018 -2.25964e-12
     0.160989 -1.39833e-13     0.194411 -2.25964e-12
     0.160992 -1.39394e-13     0.193801 -2.25964e-12
     0.160994 -1.38958e-13     0.193194 -2.25964e-12
     0.160997 -1.38447e-13     0.192484 -2.25964e-12
     0.160999 -1.38280e-13     0.192251 -2.25964e-12
     0.161002 -1.38718e-13     0.192861 -2.25964e-12
     0.161005 -1.39729e-13     0.194266 -2.25964e-12
     0.161007 -1.40704e-13     0.195622 -2.25964e-12
     0.161010 -1.41712e-13     0.197022 -2.25964e-12
     0.161012 -1.42686e-13     0.198377 -2.25964e-12
     0.161015 -1.43654e-13     0.199723 -2.25964e-12
     0.161018 -1.44628e-13     0.201077 -2.25964e-12
     0.161020 -1.45596e-13     0.202424 -2.25964e-12
     0.161023 -1.46570e-13     0.203778 -2.25964e-12
     0.161025 -1.47539e-13     0.205124 -2.25964e-12
     0.161028 -1.48513e-13     0.206478 -2.25964e-12
     0.161031 -1.49481e-13     0.207825 -2.25964e-12
     0.161033 -1.50455e-13     0.209179 -2.25964e-12
     0.161036 -1.51424e-13     0.210525 -2.25964e-12
     0.161038 -1.52398e-13     0.211879 -2.25964e-12
     0.161041 -1.53366e-13     0.213226 -2.25964e-12
     0.161044 -1.54346e-13     0.214588 -2.25964e-12
     0.161046 -1.55474e-13     0.216156 -2.25964e-12
     0.161049 -1.56414e-13     0.217464 -2.25964e-12
     0.161051 -1.57317e-13     0.218719 -2.25964e-12
     0.161054 -1.58556e-13     0.220441 -2.25964e-12
     0.161057 -1.59877e-13     0.222278 -2.25964e-12
     0.161059 -1.61105e-13     0.223986 -2.25964e-12
     0.161062 -1.62327e-13     0.225684 -2.25964e-12
     0.161064 -1.63555e-13     0.227392 -2.25964e-12
     0.161067 -1.64776e-13     0.229090 -2.25964e-12
     0.161069 -1.66005e-13     0.230797 -2.25964e-12
     0.161072 -1.67226e-13     0.232496 -2.25964e-12
     0.161075 -1.68455e-13     0.234203 -2.25964e-12
     0.161077 -1.69683e-13     0.235911 -2.25964e-12
     0.161080 -1.70911e-13     0.237619 -2.25964e-12
     0.161082 -1.72133e-13     0.239317 -2.25964e-12
     0.161085 -1.73361e-13     0.241025 -2.25964e-12
     0.161088 -1.74582e-13     0.242723 -2.25964e-12
     0.161090 -1.75811e-13     0.244431 -2.25964e-12
     0.161093 -1.77082e-13     0.246199 -2.25964e-12
     0.161095 -1.78371e-13     0.247991 -2.25964e-12
     0.161098 -1.79625e-13     0.249734 -2.25964e-12
     0.161101 -1.80281e-13     0.250645 -2.25964e-12
     0.161103 -1.80585e-13     0.251068 -2.25964e-12
     0.161106 -1.80756e-13     0.251306 -2.25964e-12
     0.161108 -1.80871e-13     0.251465 -2.25964e-12
     0.161111 -1.80987e-13     0.251627 -2.25964e-12
     0.161114 -1.81101e-13     0.251786 -2.25964e-12
     0.161116 -1.81217e-13     0.251947 -2.25964e-12
     0.161119 -1.81331e-13     0.252106 -2.25964e-12
     0.161121 -1.81447e-13     0.252266 -2.25964e-12
     0.161124 -1.81562e-13     0.252427 -2.25964e-12
     0.161127 -1.81677e-13     0.252587 -2.25964e-12
     0.161129 -1.81792e-13     0.252747 -2.25964e-12
